生产ID,西医病名,西医病名key,中医二级病名/症状锚点,阶段/状态轴,证型,证型证素,症状/入选条件,排除条件,方剂,方剂组成,加减,病理/证机概要,现代病理提示,trace_id,review_status
PROD_000053,Vogt-小柳-原田综合征 (Vogt-Koyanagi-Harada Syndrome),vogt_xiao_liu_yuan_tian_zong_he_zheng_vogt_koyanagi_harada_syndrome,Vogt-小柳-原田综合征 (Vogt-Koyanagi-Harada Syndrome),acute_phase,风湿夹热,风湿痹阻,发热恶风；头目疼痛；或眼底水肿；舌红苔黄腻；脉濡数或滑数,,除湿汤,连翘10g；滑石20g（包煎）；车前子12g；枳壳10g；黄芩9g；黄连6g；木通10g；陈皮10g；茯苓15g；其余药味:荆芥9g防风9g半夏曲1.5钱厚朴（姜制）1.5钱苍术（米泔浸）2钱藿香1钱白术2钱甘草3g,+热重于湿：栀子9g；+其他：金银花10g；+其他：蒲公英15g；+湿重于热：猪苓9g；+其他：泽泻12g；+目赤痛较甚：牡丹皮9g；+其他：赤芍9g；+其他：茺蔚子12g,风湿痹阻,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_539-01-01,原始库直入；结构抽样复核
PROD_000054,◎ 中医病名: 妊娠过期，过期不产,zhong_yi_bing_ming_ren_shen_guo_qi_guo_qi_bu_chan,◎ 中医病名: 妊娠过期，过期不产,common_phase,寒凝血瘀,瘀血阻络；瘀血阻滞；寒凝经脉,小腹寒凉；腹胀；大便溏泄；舌淡暗苔薄白；脉沉紧而涩,腰膝酸软；二便正常；孕妇神疲乏力；腹胀不适；边有瘀斑,保产无忧散（《傅青主女科》）,当归9g；川芎9g；白芍15g；南木香6g；枳壳9g；乳香6g；血余炭9g,,瘀血阻络；瘀血阻滞；寒凝经脉,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_305-01-03,原始库直入；结构抽样复核
PROD_000055,◎ 中医病名: 妊娠过期，过期不产,zhong_yi_bing_ming_ren_shen_guo_qi_guo_qi_bu_chan,◎ 中医病名: 妊娠过期，过期不产,common_phase,气虚血瘀,瘀血阻络；瘀血阻滞；气虚失固/推动无力,孕妇神疲乏力；腹胀不适；边有瘀斑；舌质暗红；脉弦涩,腰膝酸软；二便正常；小腹寒凉；腹胀；大便溏泄,参芪启宫汤（《中西医结合妇产科学》）,黄芪15g；党参12g；当归15g；牛膝9g；血余炭9g；川芎9g；炙龟甲9g（先煎40分钟）；王不留行12g；玄参9g；其余药味:麦冬9g炙甘草6g,,瘀血阻络；瘀血阻滞；气虚失固/推动无力,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_305-01-02,原始库直入；结构抽样复核
PROD_000056,◎ 中医病名: 妊娠过期，过期不产,zhong_yi_bing_ming_ren_shen_guo_qi_guo_qi_bu_chan,◎ 中医病名: 妊娠过期，过期不产,common_phase,肝肾不足,[待补充],腰膝酸软；二便正常；妊娠过期；舌质淡苔薄；脉沉细,孕妇神疲乏力；腹胀不适；边有瘀斑；小腹寒凉；腹胀,助产汤（《中西医结合妇产科学》）,太子参9g；炙甘草9g；熟地黄12g；菟丝子15g；牛膝9g；当归9g；川芎9g；红花9g；白术9g；其余药味:枸杞子12g车前子9g枳壳9g,"+畏寒肢凉,小便清长：肉桂9g；+其他：吴茱萸6g；+情志抑郁,胸闷不适：制香附6g；+其他：郁金12g；+心烦易怒,面赤畏热：栀子9g；+其他：白芍12g；+形体肥胖,痰湿壅盛,舌淡苔白腻：茯苓15g；+其他：陈皮12g；+其他：清半夏12g",[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_305-01-01,原始库直入；结构抽样复核
PROD_000057,◎ 中医病名: 经期口腔溃疡 (别名: 经行口糜),zhong_yi_bing_ming_jing_qi_kou_qiang_kui_yang_bie_ming_jing_xing_kou_mi,◎ 中医病名: 经期口腔溃疡 (别名: 经行口糜),common_phase,胃火伤阴,[待补充],烦热口渴；牙龈肿痛；大便燥结；舌红苔干；脉细滑而数,经期口燥咽干；五心烦热；色红；口干喜饮；色深红,玉女煎,生石膏20g（先煎）；知母9g；熟地黄15g；麦冬15g；怀牛膝9g,+唇干裂重：天花粉10g；+牙龈出血：白茅根15g；+大便燥：火麻仁12g（打碎）,[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_299-01-03,原始库直入；结构抽样复核
PROD_000058,◎ 中医病名: 经期口腔溃疡 (别名: 经行口糜),zhong_yi_bing_ming_jing_qi_kou_qiang_kui_yang_bie_ming_jing_xing_kou_mi,◎ 中医病名: 经期口腔溃疡 (别名: 经行口糜),common_phase,胃热熏蒸,胃热内盛,口干喜饮；色深红；口臭；口舌生疮；脉滑数 清胃泄热,经期口燥咽干；五心烦热；色红；烦热口渴；牙龈肿痛,回春凉膈散,连翘12g；黄芩10g；栀子10g；薄荷6g（后下）；生甘草6g；竹叶6g；黄连6g；桔梗6g；白蜜30mL（兑服）,"+口臭明显：佩兰9g（后下）；+便秘：生大黄3g（后下）；+其他：芒硝3g（冲服）；+月经量多,色深红（血热）：生地黄15g",胃热内盛,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_299-01-02,原始库直入；结构抽样复核
PROD_000059,◎ 中医病名: 经期口腔溃疡 (别名: 经行口糜),zhong_yi_bing_ming_jing_qi_kou_qiang_kui_yang_bie_ming_jing_xing_kou_mi,◎ 中医病名: 经期口腔溃疡 (别名: 经行口糜),common_phase,阴虚火旺,阴液亏虚/虚热内生,经期口燥咽干；五心烦热；色红；舌红；脉细数,口干喜饮；色深红；口臭；烦热口渴；牙龈肿痛,知柏地黄丸,知母9g；盐黄柏9g；熟地黄15g；酒山茱萸9g；炒山药9g；茯苓9g；泽泻9g；牡丹皮9g；麦冬9g；五味子3g,+腰膝酸软：盐杜仲12g；+其他：续断12g；+头晕耳鸣：酒女贞子12g；+其他：墨旱莲12g；+盗汗：黄芪15g；+口燥咽干：玄参12g；+五心烦热：地骨皮9g,阴液亏虚/虚热内生,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_299-01-01,原始库直入；结构抽样复核
PROD_000060,◎ 中医病名: 经行发热,zhong_yi_bing_ming_jing_xing_fa_re,◎ 中医病名: 经行发热,acute_phase,瘀热壅阻,瘀血阻滞,经行发热；经色紫暗；夹有血块；舌暗或尖边有瘀点；脉沉弦数,经前或经期发热；口苦咽干；少腹胀痛,血府逐瘀汤（《医林改错》）,赤芍12g；桃仁9g；当归15g；生地12g；川芎9g；生甘草6g；红花12g；枳壳9g；柴胡12g；其余药味:桔梗6g牛膝12g,,瘀血阻滞,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_301-02-02,原始库直入；结构抽样复核
PROD_000061,◎ 中医病名: 经行发热,zhong_yi_bing_ming_jing_xing_fa_re,◎ 中医病名: 经行发热,common_phase,肝肾阴虚,阴液亏虚/虚热内生,五心烦热；经期午后潮热；色红；舌红而干；脉细数 滋养肝肾,,蒿芩地丹四物汤,青蒿12g；黄芩9g；地骨皮12g；丹皮15g；生地20g；川芎9g；当归15g；白芍12g,,阴液亏虚/虚热内生,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_301-01-01,原始库直入；结构抽样复核
PROD_000062,◎ 中医病名: 经行发热,zhong_yi_bing_ming_jing_xing_fa_re,◎ 中医病名: 经行发热,acute_phase,肝郁,肝失疏泄,经前或经期发热；口苦咽干；少腹胀痛；舌红；脉弦数,经行发热；经色紫暗；夹有血块,丹栀逍遥散,牡丹皮15g；栀子9g；柴胡10g；当归12g；白术12g；生甘草l0g；茯苓15g；白芍15g；青蒿12g；其余药味:知母10g生地20g煨姜3g薄荷1g,,肝失疏泄,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_301-02-01,原始库直入；结构抽样复核
PROD_000063,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",zhong_yi_bing_ming_zi_ran_liu_chan_chang_yong_bie_ming_duo_tai_xiao_chan_tai_lou,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",common_phase,外伤,[待补充],继则腰腹疼痛；胎动下坠；阴道流血；舌象原表未列明（需复核）；脉滑无力,腹坠痛；小便频数；夜尿多；形寒肢冷；见腰痛如折,加味圣愈汤,熟地黄20g；白芍9g；川芎6g；人参9g（另炖兑服）；当归15g；黄芪20g；盐杜仲12g；续断15g；砂仁6g（后下）,,[待补充],消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_304-01-06,原始库直入；结构抽样复核
PROD_000064,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",zhong_yi_bing_ming_zi_ran_liu_chan_chang_yong_bie_ming_duo_tai_xiao_chan_tai_lou,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",common_phase,气血虚弱,营血不足,或腰腹胀痛；色淡红；小腹下坠；舌质淡苔薄白；脉细滑,腹坠痛；小便频数；夜尿多；形寒肢冷；见腰痛如折,胎元饮,人参9g（另炖兑服）；桑寄生12g；盐杜仲9g；白芍9g；熟地黄15g；炒白术9g；陈皮9g；炙甘草9g；黄芪15g；其余药味:升麻9g阿胶9g（烊化）,,营血不足,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_304-01-03,原始库直入；结构抽样复核
PROD_000065,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",zhong_yi_bing_ming_zi_ran_liu_chan_chang_yong_bie_ming_duo_tai_xiao_chan_tai_lou,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",common_phase,肾虚,肾精/肾气亏虚,腹坠痛；小便频数；夜尿多；舌淡苔白；脉沉细滑尺弱,形寒肢冷；见腰痛如折；面色晦暗；或腰腹胀痛；色淡红,寿胎丸（化裁方）,盐菟丝子20g；桑寄生12g；续断15g；阿胶9g（烊化）；党参10g；炒白术12g,"+阴道下血量多：山茱萸12g；+其他：旱莲草20g；+其他：苎麻根12g；+腹坠明显：黄芪20g；+其他：升麻12g；+肾阴虚：兼见手足心热,面赤唇红,口干咽燥,舌红少苔,脉细滑而数：熟地20g；+其他：山茱萸12g；+其他：地骨皮12g",肾精/肾气亏虚,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_304-01-01,原始库直入；结构抽样复核
PROD_000066,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",zhong_yi_bing_ming_zi_ran_liu_chan_chang_yong_bie_ming_duo_tai_xiao_chan_tai_lou,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",common_phase,肾阳虚,阳气不足/温煦失司,形寒肢冷；见腰痛如折；面色晦暗；舌淡苔白滑；脉沉迟,腹坠痛；小便频数；夜尿多；或腰腹胀痛；色淡红,补肾安胎饮,人参9g（另炖兑服）；炒白术9g；盐杜仲9g；续断9g；益智仁9g；阿胶9g（烊化）；艾叶炭9g；盐菟丝子9g；盐补骨脂9g；狗脊9g,,阳气不足/温煦失司,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_304-01-02,原始库直入；结构抽样复核
PROD_000067,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",zhong_yi_bing_ming_zi_ran_liu_chan_chang_yong_bie_ming_duo_tai_xiao_chan_tai_lou,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",common_phase,血热,[待补充],口干口渴；或腰腹坠胀作痛；色深红或鲜红；舌质红苔黄；脉滑数,腹坠痛；小便频数；夜尿多；形寒肢冷；见腰痛如折,保阴煎,生地黄20g；熟地黄15g；炒黄芩9g；盐黄柏10g；白芍10g；山药15g；续断12g；生甘草6g；苎麻根10g,+下血量多：阿胶12g（烊化）；+其他：旱莲草20g；+其他：地榆炭12g；+腰痛：菟丝子20g；+其他：杜仲12g；+其他：桑寄生12g,[待补充],消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_304-01-04,原始库直入；结构抽样复核
PROD_000068,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",zhong_yi_bing_ming_zi_ran_liu_chan_chang_yong_bie_ming_duo_tai_xiao_chan_tai_lou,"◎ 中医病名: 自然流产 (常用别名: 堕胎, 小产, 胎漏, 胎动不安)",common_phase,血瘀,瘀血阻络；瘀血阻滞,腹痛下坠；色暗红或红；宿有癥疾；舌暗或边有瘀点；脉弦滑或沉弦,腹坠痛；小便频数；夜尿多；形寒肢冷；见腰痛如折,桂枝茯苓丸（化裁方）,桂枝9g；茯苓12g；赤芍9g；牡丹皮9g；桃仁6g；盐菟丝子12g；桑寄生12g；续断12g,+下血较多：艾叶炭9g；+其他：阿胶12g（烊化）；+其他：苎麻根12g,瘀血阻络；瘀血阻滞,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_304-01-05,原始库直入；结构抽样复核
PROD_000069,◎ 中医病名： 经前期泄泻,zhong_yi_bing_ming_jing_qian_qi_xie_xie,◎ 中医病名： 经前期泄泻,common_phase,肾虚,肾精/肾气亏虚,畏寒肢冷；质清稀；腰膝酸软；舌淡；脉沉迟,经期大便溏泄；脘腹胀满；面浮肢肿,健固汤（《傅青主女科》）合四神丸（《证治准绳》）,人参9g（另兑）；白术12g；茯苓12g；薏苡仁15g；巴戟天12g；补骨脂12g；吴茱萸9g；肉豆蔻9g；五味子9g；其余药味:生姜9g大枣9g,,肾精/肾气亏虚,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_296-01-02,原始库直入；结构抽样复核
PROD_000070,◎ 中医病名： 经前期泄泻,zhong_yi_bing_ming_jing_qian_qi_xie_xie,◎ 中医病名： 经前期泄泻,common_phase,脾虚,脾失健运,经期大便溏泄；脘腹胀满；面浮肢肿；舌淡红；脉濡缓,畏寒肢冷；质清稀；腰膝酸软,参苓白术散,人参9g（另兑）；白术9g；茯苓15g；扁豆9g；生甘草6g；山药15g；莲子肉9g；桔梗9g；薏苡仁20g；其余药味:砂仁9g白扁豆7.5g,,脾失健运,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_296-01-01,原始库直入；结构抽样复核
PROD_000071,◎ 中医病名： 经期荨麻疹,zhong_yi_bing_ming_jing_qi_xun_ma_zhen,◎ 中医病名： 经期荨麻疹,common_phase,血虚,营血不足,面色不华；月经量少色淡；肌肤枯燥；舌淡红；脉虚数 养血祛风,口干喜饮；红色风团；感风遇热,当归饮子,当归12g；川芎9g；白芍12g；生地20g；防风12g；荆芥9g；黄芪15g；炙甘草6g；白蒺藜12g；制首乌12g,,营血不足,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_300-01-01,原始库直入；结构抽样复核
PROD_000072,◎ 中医病名： 经期荨麻疹,zhong_yi_bing_ming_jing_qi_xun_ma_zhen,◎ 中医病名： 经期荨麻疹,common_phase,风热,风热犯表/肺卫不宣,口干喜饮；红色风团；感风遇热；舌红苔黄；脉浮数,面色不华；月经量少色淡；肌肤枯燥,消风散,荆芥9g；防风9g；当归12g；生地黄15g；苦参9g；炒苍术9g；蝉蜕9g；木通9g；胡麻仁9g；其余药味:知母9g生石膏15g（先煎）生甘草6g牛蒡子9g,,风热犯表/肺卫不宣,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_300-01-02,原始库直入；结构抽样复核
PROD_000073,◎ 中医病名： 经行浮肿,zhong_yi_bing_ming_jing_xing_fu_zhong,◎ 中医病名： 经行浮肿,common_phase,气滞血瘀,瘀血阻络；瘀血阻滞,经期肢体肿胀；胁胀；月经色暗有块；舌紫暗；脉弦涩,,八物汤（《济阴纲目》）,当归12g；川芎9g；白芍15g；熟地20g；延胡索9g；川楝子6g；木香9g；槟榔9g；泽泻12g；益母草15g,,瘀血阻络；瘀血阻滞,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_297-02-01,原始库直入；结构抽样复核
PROD_000074,◎ 中医病名： 经行浮肿,zhong_yi_bing_ming_jing_xing_fu_zhong,◎ 中医病名： 经行浮肿,remission_phase,脾肾阳虚,阳气不足/温煦失司,经期晨起头面肿甚；腹胀纳减；腰膝酸软；舌淡；脉沉缓,,肾气丸（《金匮要略》）合苓桂术甘汤（《伤寒论》）,桂枝6g；制附片9g（先煎）；熟地20g；山茱萸9g；山药12g；茯苓15g；丹皮9g；泽泻12g；白术12g；生甘草6g,,阳气不足/温煦失司,消化道动力、炎症、黏膜屏障或菌群相关,ORIG_ORAL_297-01-01,原始库直入；结构抽样复核
PROD_000075,◎ 中医病名： 经行身痛,zhong_yi_bing_ming_jing_xing_shen_tong,◎ 中医病名： 经行身痛,common_phase,血瘀,瘀血阻络；瘀血阻滞,经行身痛得热痛减；遇寒疼甚；或有瘀斑；舌紫暗；脉沉紧,肢软乏力；经期肢体麻木；月经量少,趁痛散,当归15g；桑寄15g；黄芪15g；独活10g；怀牛膝10g；桂枝6g；薤白9g；炒白术10g；炙甘草6g；生姜9g,,瘀血阻络；瘀血阻滞,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_295-01-02,原始库直入；结构抽样复核
PROD_000076,◎ 中医病名： 经行身痛,zhong_yi_bing_ming_jing_xing_shen_tong,◎ 中医病名： 经行身痛,common_phase,血虚,营血不足,肢软乏力；经期肢体麻木；月经量少；舌质淡红；脉细弱,经行身痛得热痛减；遇寒疼甚；或有瘀斑,当归补血汤,当归12g；黄芪20g；白芍15g；鸡血藤15g；丹参12g；玉竹9g,,营血不足,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_295-01-01,原始库直入；结构抽样复核
PROD_000077,【丹毒】 【erysipelas】,dan_du_erysipelas,【丹毒】 【erysipelas】,acute_phase,湿热毒蕴,湿热蕴结；热毒/疫毒/火毒,局部红赤肿胀灼热疼痛；伴恶寒发 热；甚至化脓或皮肤坏死；舌红苔黄腻；脉滑数,皮肤焮红灼热肿胀疼痛；伴恶寒；发 热；伴壮热神昏；红斑迅速发展蔓延,五神汤合萆薢渗湿汤,茯苓15g；车前子15g（打碎）；金银花15g；牛膝12g；紫花地丁15g；萆薢12g；薏苡仁15g；黄柏6g,"+下肢淤血、静脉曲张明显,：地龙6g；+肿胀甚或形成大脚风：防己12g；+其他：赤小豆15g；+其他：丝瓜络12g 鸡血藤9g",湿热蕴结；热毒/疫毒/火毒,需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_085-01-02,原始库直入；结构抽样复核
PROD_000078,【丹毒】 【erysipelas】,dan_du_erysipelas,【丹毒】 【erysipelas】,common_phase,肝脾湿火,[待补充],皮肤红肿蔓延；肿胀疼痛；伴口干口苦；舌红；脉弦 滑数,,柴胡清肝汤,生地黄15g；当归12g；白芍12g；川芎6g；柴胡9g；黄芩9g；栀子9g；天花粉12g；防风9g；其余药味:牛蒡子9g（打碎）甘草节3g,+胁肋胀痛明显、情绪易怒：郁金9g；+皮疹暗红：桃仁10g；+其他：红花6g,[待补充],需结合M1诊断、严重度和红旗信号判断,ORIG_ORAL_085-02-01,原始库直入；结构抽样复核
